0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-1.1673530230327773,0.873419662379743,-0.3664746874226032,-0.8232294540597204,-0.6711802180754156,-0.8569670304269997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.570604721415964,-0.14064122784427996,-0.3664746874226032,0.10095922537746109,-0.1182607846118721,-1.1054909311222216,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.13611528530377864,-0.9321033860679077,-0.3664746874226032,-0.5459728502285659,-0.6711802180754156,5.433441609284752e-16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.570604721415964,-0.23957399762223341,-0.3664746874226032,0.10095922537746109,-0.1182607846118721,1.3797480758299976,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.2759753820608235,0.18089027393406878,-0.3664746874226032,-0.8232294540597204,-0.9476399348071873,-0.6657947991229829,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7878494394720565,-0.23957399762223341,-0.3664746874226032,-0.8232294540597204,0.4346586488516714,0.9974036132219638,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.7104648181730089,0.8981528548242314,-0.3664746874226032,1.7644988483643875,-1.5005593682707308,5.433441609284752e-16,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4619823623879176,-0.412706344733652,-0.3664746874226032,0.10095922537746109,1.5404975157787584,0.19448024174509299,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.570604721415964,0.32928942860099897,-0.3664746874226032,-0.8232294540597204,2.314584722627719,0.060659679832281196,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4619823623879176,0.5024217757124175,-0.3664746874226032,-0.8232294540597204,-0.1182607846118721,-0.3025675596453508,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
